SECCODE,TIME,OPEN,CLOSE,LOW,HIGH,VOLUME,CHANGE
ROSN,165442,269.9,270.15,269.9,270.15,3200,0.093
ROSN,165455,270.15,270.15,270.15,270.15,20,0
ROSN,165505,269.9,269.9,269.9,269.9,10,0
ROSN,165525,270,270,270,270,20,0
ROSN,165533,269.7,269.7,269.7,269.7,1110,0
ROSN,165551,269.65,269.65,269.65,269.65,3400,0
ROSN,165555,269.65,269.65,269.65,269.65,20,0
ROSN,165558,269.65,269.65,269.65,269.65,1070,0
ROSN,165607,269.65,269.65,269.65,269.65,20,0
ROSN,165610,269.65,269.65,269.65,269.65,10,0
ROSN,165612,269.6,269.65,269.6,269.65,1190,0.019
ROSN,165616,269.5,269.5,269.5,269.5,100,0
ROSN,165625,269.65,269.65,269.65,269.65,10,0
ROSN,165655,269.65,269.65,269.65,269.65,20,0
ROSN,165656,269.65,269.65,269.65,269.65,200,0
ROSN,165709,269.65,269.65,269.65,269.65,600,0
ROSN,165711,269.65,270,269.65,270,2000,0.13
ROSN,165725,269.9,269.9,269.9,269.9,20,0
ROSN,165735,269.7,269.7,269.7,269.7,430,0
ROSN,165736,269.7,269.7,269.7,269.7,350,0
ROSN,165755,269.7,269.7,269.7,269.7,20,0
ROSN,165806,269.7,269.7,269.7,269.8,2310,0
ROSN,165816,269.85,269.85,269.85,269.85,40,0
ROSN,165822,269.9,269.9,269.9,269.9,2000,0
ROSN,165824,269.75,269.55,269.55,269.75,7520,-0.074
ROSN,165825,269.5,269.55,269.5,269.55,2020,0.019
ROSN,165855,269.55,269.55,269.55,269.55,20,0
ROSN,165856,269.55,269.55,269.55,269.55,2500,0
ROSN,165857,269.55,269.55,269.55,269.55,100,0
ROSN,165858,269.55,269.55,269.55,269.55,100,0
ROSN,165900,269.55,269.55,269.55,269.55,100,0
ROSN,165903,269.55,269.55,269.55,269.55,710,0
ROSN,165907,269.55,269.55,269.55,269.55,100,0
ROSN,165910,269.55,269.55,269.55,269.55,100,0
ROSN,165913,269.55,269.55,269.55,269.55,690,0
ROSN,165914,269.55,269.55,269.55,269.55,100,0
ROSN,165923,269.55,269.55,269.55,269.55,5310,0
ROSN,165924,269.55,269.55,269.55,269.55,220,0
ROSN,165925,269.55,269.55,269.55,269.55,20,0
ROSN,165926,269.55,269.55,269.55,269.55,10,0
ROSN,165928,269.55,269.55,269.55,269.55,10,0
ROSN,165929,269.55,269.55,269.55,269.55,200,0
ROSN,165931,269.55,269.55,269.55,269.55,300,0
ROSN,165935,269.55,269.55,269.55,269.55,2000,0
ROSN,165937,269.55,269.55,269.55,269.55,150,0
ROSN,165946,269.55,269.55,269.55,269.55,2000,0
ROSN,165955,269.55,269.55,269.55,269.55,210,0
ROSN,170015,269.5,269.35,269.35,269.5,6700,-0.056
ROSN,170016,269.3,269.2,269.2,269.3,1130,-0.037
ROSN,170017,269.2,269.15,269.15,269.4,400,-0.019
ROSN,170025,269.35,269.35,269.35,269.35,20,0
ROSN,170034,269.2,269.2,269.2,269.2,50,0
ROSN,170037,269.15,269.15,269.15,269.15,210,0
ROSN,170055,269.25,269.25,269.25,269.25,20,0
ROSN,170100,269.15,269.15,269.15,269.15,2040,0
ROSN,170101,269.15,269.15,269.15,269.15,120,0
ROSN,170120,269.25,269.6,269.25,269.6,5220,0.13
ROSN,170124,269.6,269.6,269.6,269.6,100,0
ROSN,170125,269.6,269.6,269.6,269.6,20,0
ROSN,170132,269.6,269.6,269.6,269.6,2000,0
ROSN,170140,269.55,269.55,269.55,269.55,700,0
ROSN,170143,269.55,269.6,269.55,269.6,2000,0.019
ROSN,170155,269.6,269.6,269.6,269.6,20,0
ROSN,170216,269.5,269.5,269.5,269.5,50,0
ROSN,170217,269.45,269.45,269.45,269.45,140,0
ROSN,170226,269.5,269.5,269.5,269.5,20,0
ROSN,170238,269.5,269.5,269.5,269.5,930,0
ROSN,170256,269.5,269.5,269.5,269.5,20,0
ROSN,170306,269.25,269.25,269.25,269.25,50,0
ROSN,170323,269.2,269.2,269.2,269.2,370,0
ROSN,170325,269.2,269.2,269.2,269.2,30,0
ROSN,170326,269.4,269.4,269.4,269.4,20,0
ROSN,170356,269.4,269.2,269.2,269.4,110,-0.074
ROSN,170357,269.2,269.4,269.2,269.4,1050,0.074
ROSN,170410,269.3,269.3,269.3,269.3,100,0
ROSN,170426,269.4,269.4,269.4,269.4,20,0
ROSN,170431,269.2,269.2,269.2,269.2,20,0
ROSN,170433,269.4,269.4,269.4,269.4,70,0
ROSN,170451,269.4,269.4,269.4,269.4,2000,0
ROSN,170456,269.4,269.4,269.4,269.4,20,0
ROSN,170502,269.2,269.2,269.2,269.2,1000,0
ROSN,170526,269.35,269.35,269.35,269.35,20,0
ROSN,170541,269.2,269.2,269.2,269.2,240,0
ROSN,170548,269.35,269.4,269.35,269.4,3190,0.019
ROSN,170549,269.4,269.7,269.35,269.7,3020,0.111
ROSN,170556,269.7,269.85,269.7,269.85,2520,0.056
ROSN,170604,269.55,269.55,269.55,269.55,90,0
ROSN,170608,269.6,269.6,269.6,269.6,600,0
ROSN,170609,269.45,269.45,269.45,269.45,40,0
ROSN,170622,269.75,269.85,269.75,269.85,2000,0.037
ROSN,170626,269.75,269.75,269.75,269.75,20,0
ROSN,170640,269.5,269.5,269.5,269.5,10,0
ROSN,170656,269.8,269.8,269.8,269.8,20,0
ROSN,170708,269.45,269.45,269.45,269.45,120,0
ROSN,170726,269.7,269.7,269.7,269.7,10,0
ROSN,170738,269.7,269.7,269.7,269.7,2000,0
ROSN,170748,269.7,269.85,269.7,269.85,2000,0.056
ROSN,170752,269.55,269.55,269.55,269.55,400,0
ROSN,170756,269.75,269.75,269.75,269.75,20,0
ROSN,170826,269.85,269.85,269.85,269.85,20,0
ROSN,170834,269.85,269.95,269.85,269.95,2000,0.037
ROSN,170856,269.95,269.95,269.95,269.95,20,0
ROSN,170857,269.95,269.95,269.95,269.95,220,0
ROSN,170908,269.85,269.85,269.85,269.85,350,0
ROSN,170909,269.85,269.85,269.85,269.85,2350,0
ROSN,170911,269.55,269.55,269.55,269.55,300,0
ROSN,170926,269.9,269.9,269.9,269.9,20,0
ROSN,170956,269.8,269.8,269.8,269.8,20,0
ROSN,171000,269.8,269.8,269.8,269.8,200,0
ROSN,171010,269.6,269.6,269.6,269.6,1100,0
ROSN,171015,269.6,269.6,269.6,269.6,300,0
ROSN,171026,269.6,269.6,269.6,269.6,20,0
ROSN,171032,269.6,269.6,269.6,269.6,2800,0
ROSN,171033,269.8,269.85,269.8,269.85,2000,0.019
ROSN,171054,269.85,269.85,269.85,269.85,2000,0
ROSN,171056,269.85,269.85,269.85,269.85,20,0
ROSN,171112,269.85,269.85,269.85,269.85,30,0
ROSN,171118,269.55,269.55,269.55,269.55,100,0
ROSN,171126,269.8,269.8,269.8,269.8,10,0
ROSN,171156,269.8,269.8,269.8,269.8,20,0
ROSN,171221,269.8,269.9,269.8,269.9,3000,0.037
ROSN,171226,269.9,269.9,269.9,269.9,20,0
ROSN,171256,269.85,269.85,269.85,269.85,20,0
ROSN,171323,269.8,269.8,269.8,269.8,170,0
ROSN,171326,269.8,269.8,269.8,269.8,20,0
ROSN,171333,269.65,269.65,269.65,269.65,1510,0
ROSN,171356,269.75,269.75,269.75,269.75,20,0
ROSN,171400,269.75,269.75,269.75,269.75,2000,0
ROSN,171413,269.5,269.5,269.5,269.5,1000,0
ROSN,171426,269.75,269.75,269.75,269.75,20,0
ROSN,171438,269.75,269.9,269.75,269.9,1200,0.056
ROSN,171449,269.9,269.9,269.9,269.9,10,0
ROSN,171453,269.9,269.9,269.9,269.9,100,0
ROSN,171456,269.9,270,269.9,270,2210,0.037
ROSN,171501,270,270,270,270,640,0
ROSN,171502,270,270,270,270,2000,0
ROSN,171513,270,270,270,270,2000,0
ROSN,171522,269.95,270,269.95,270,340,0.019
ROSN,171526,269.95,269.95,269.95,269.95,20,0
ROSN,171534,269.9,269.9,269.9,269.9,160,0
ROSN,171538,269.95,269.95,269.95,269.95,190,0
ROSN,171540,269.95,270,269.95,270,1180,0.019
ROSN,171545,269.9,269.75,269.75,269.9,20,-0.056
ROSN,171547,269.8,269.8,269.8,269.8,10,0
ROSN,171550,269.75,269.75,269.75,269.75,10,0
ROSN,171551,269.7,269.7,269.7,269.7,10,0
ROSN,171554,269.7,269.7,269.7,269.7,10,0
ROSN,171555,269.65,269.65,269.65,269.65,10,0
ROSN,171556,269.8,269.85,269.8,269.85,20,0.019
ROSN,171600,269.65,269.65,269.65,269.65,10,0
ROSN,171614,269.65,269.65,269.65,269.65,10,0
ROSN,171622,269.65,269.65,269.65,269.65,10,0
ROSN,171626,269.7,269.7,269.7,269.7,20,0
ROSN,171629,269.65,269.55,269.55,269.65,5000,-0.037
ROSN,171634,269.55,269.55,269.55,269.55,10,0
ROSN,171635,269.5,269.5,269.5,269.5,10,0
ROSN,171637,269.55,269.55,269.55,269.55,10,0
ROSN,171639,269.55,269.55,269.55,269.55,10,0
ROSN,171642,269.6,269.6,269.6,269.6,850,0
ROSN,171643,269.65,269.95,269.65,269.95,2010,0.111
ROSN,171645,269.65,269.6,269.6,269.65,20,-0.019
ROSN,171650,269.6,269.6,269.6,269.6,10,0
ROSN,171652,269.55,269.55,269.55,269.55,10,0
ROSN,171654,269.55,269.55,269.55,269.55,10,0
ROSN,171655,269.5,269.5,269.5,269.5,10,0
ROSN,171656,269.6,269.6,269.6,269.6,20,0
ROSN,171700,269.55,269.55,269.55,269.55,10,0
ROSN,171702,269.6,269.6,269.6,269.6,80,0
ROSN,171703,269.6,269.6,269.6,269.6,70,0
ROSN,171706,269.6,269.45,269.45,269.6,1720,-0.056
ROSN,171708,269.4,269.4,269.4,269.4,10,0
ROSN,171710,269.5,269.5,269.5,269.5,10,0
ROSN,171712,269.55,269.8,269.55,269.8,2010,0.093
ROSN,171713,269.55,269.55,269.55,269.55,10,0
ROSN,171714,269.6,269.6,269.6,269.6,10,0
ROSN,171717,269.6,269.6,269.6,269.6,10,0
ROSN,171721,269.65,269.65,269.65,269.65,10,0
ROSN,171724,269.7,269.7,269.7,269.7,10,0
ROSN,171726,269.75,269.75,269.75,269.75,20,0
ROSN,171727,269.75,269.7,269.7,269.75,320,-0.019
ROSN,171729,269.7,269.7,269.7,269.7,10,0
ROSN,171731,269.55,269.55,269.55,269.55,10,0
ROSN,171734,269.65,269.65,269.65,269.65,10,0
ROSN,171737,269.6,269.6,269.6,269.6,10,0
ROSN,171741,269.6,269.6,269.6,269.6,10,0
ROSN,171747,269.65,269.65,269.65,269.65,200,0
ROSN,171748,269.6,269.6,269.6,269.6,10,0
ROSN,171749,269.65,269.65,269.65,269.65,200,0
ROSN,171756,269.65,269.65,269.65,269.65,120,0
ROSN,171802,269.6,269.6,269.6,269.6,10,0
ROSN,171810,269.65,269.65,269.65,269.65,80,0
ROSN,171812,269.6,269.6,269.6,269.6,10,0
ROSN,171817,269.6,269.6,269.6,269.6,10,0
ROSN,171818,269.65,269.65,269.65,269.65,100,0
ROSN,171822,269.6,269.6,269.6,269.6,10,0
ROSN,171826,269.65,269.65,269.65,269.65,10,0
ROSN,171835,269.6,269.35,269.35,269.6,9170,-0.093
ROSN,171836,269.4,269.4,269.4,269.4,10,0
ROSN,171839,269.45,269.45,269.45,269.45,10,0
ROSN,171840,269.45,269.45,269.45,269.45,10,0
ROSN,171844,269.5,269.55,269.5,269.55,1920,0.019
ROSN,171846,269.5,269.5,269.5,269.5,10,0
ROSN,171850,269.5,269.5,269.5,269.5,10,0
ROSN,171852,269.45,269.45,269.45,269.45,10,0
ROSN,171854,269.6,269.6,269.6,269.6,10,0
ROSN,171856,269.6,269.8,269.6,269.8,30,0.074
ROSN,171857,269.5,269.5,269.5,269.5,10,0
ROSN,171901,269.45,269.45,269.45,269.45,10,0
ROSN,171903,269.5,269.5,269.5,269.5,10,0
ROSN,171904,269.5,269.5,269.5,269.5,10,0
ROSN,171905,269.45,269.45,269.45,269.45,10,0
ROSN,171906,269.35,269.35,269.35,269.35,10,0
ROSN,171907,269.45,269.45,269.45,269.45,10,0
ROSN,171910,269.45,269.45,269.45,269.45,10,0
ROSN,171911,269.35,269.35,269.35,269.35,10,0
ROSN,171913,269.5,269.9,269.5,269.9,2010,0.148
ROSN,171926,269.9,269.9,269.9,269.9,20,0
ROSN,171929,269.75,269.75,269.75,269.75,690,0
ROSN,171936,269.7,269.6,269.6,269.7,100,-0.037
ROSN,171938,269.85,269.9,269.85,269.9,3480,0.019
ROSN,171943,269.7,269.7,269.7,269.7,10,0
ROSN,171945,269.7,269.7,269.7,269.7,10,0
ROSN,171949,269.75,269.75,269.75,269.75,10,0
ROSN,171951,269.75,269.75,269.75,269.75,10,0
ROSN,171954,269.8,269.8,269.8,269.8,310,0
ROSN,171956,269.8,269.9,269.8,269.9,20,0.037
ROSN,172000,269.65,269.65,269.65,269.65,10,0
ROSN,172001,269.6,269.95,269.6,269.95,2010,0.13
ROSN,172002,269.7,269.7,269.7,269.7,10,0
ROSN,172004,269.65,269.7,269.65,269.7,30,0.019
ROSN,172005,269.65,269.65,269.65,269.65,10,0
ROSN,172006,269.8,269.95,269.8,269.95,40,0.056
ROSN,172007,269.75,269.95,269.75,269.95,2000,0.074
ROSN,172021,269.8,269.8,269.8,269.8,10,0
ROSN,172025,269.7,269.7,269.7,269.7,10,0
ROSN,172026,269.75,269.8,269.75,269.8,20,0.019
ROSN,172028,269.65,269.65,269.65,269.65,10,0
ROSN,172036,269.65,269.65,269.65,269.65,10,0
ROSN,172052,269.6,269.6,269.6,269.6,10,0
ROSN,172054,269.6,269.6,269.6,269.6,10,0
ROSN,172056,269.65,269.7,269.65,269.7,20,0.019
ROSN,172058,269.65,269.7,269.65,269.7,30,0.019
ROSN,172120,269.6,269.6,269.6,269.6,80,0
ROSN,172123,269.75,269.95,269.75,269.95,1700,0.074
ROSN,172126,269.8,269.85,269.8,269.85,20,0.019
ROSN,172139,269.55,269.55,269.55,269.55,10,0
ROSN,172143,269.6,269.6,269.6,269.6,50,0
ROSN,172145,269.55,269.55,269.55,269.55,10,0
ROSN,172148,269.6,269.55,269.55,269.6,210,-0.019
ROSN,172149,269.55,269.55,269.55,269.55,110,0
ROSN,172150,269.5,269.5,269.5,269.5,480,0
ROSN,172152,269.45,269.3,269.3,269.45,210,-0.056
ROSN,172156,269.3,269.5,269.3,269.5,30,0.074
ROSN,172158,269.4,269.4,269.4,269.4,10,0
ROSN,172200,269.4,269.4,269.4,269.4,10,0
ROSN,172201,269.45,269.55,269.45,269.55,680,0.037
ROSN,172204,269.55,269.55,269.55,269.55,10,0
ROSN,172206,269.55,269.55,269.55,269.55,10,0
ROSN,172207,269.55,269.55,269.55,269.55,10,0
ROSN,172209,269.55,269.55,269.55,269.55,10,0
ROSN,172210,269.55,269.55,269.55,269.55,10,0
ROSN,172211,269.6,269.6,269.6,269.6,350,0
ROSN,172213,269.6,269.6,269.6,269.6,10,0
ROSN,172219,269.55,269.5,269.5,269.55,140,-0.019
ROSN,172222,269.45,269.45,269.45,269.45,10,0
ROSN,172224,269.45,269.45,269.45,269.45,10,0
ROSN,172225,269.45,269.45,269.45,269.45,10,0
ROSN,172226,269.5,269.45,269.45,269.6,2890,-0.019
ROSN,172229,269.45,269.45,269.45,269.45,10,0
ROSN,172230,269.45,269.45,269.45,269.45,10,0
ROSN,172232,269.45,269.45,269.45,269.45,10,0
ROSN,172233,269.45,269.45,269.45,269.45,10,0
ROSN,172235,269.45,269.45,269.45,269.45,10,0
ROSN,172238,269.5,269.5,269.5,269.5,60,0
ROSN,172243,269.35,269.3,269.3,269.35,40,-0.019
ROSN,172245,269.35,269.35,269.35,269.35,10,0
ROSN,172246,269.3,269.75,269.3,269.8,2790,0.167
ROSN,172249,269.55,269.55,269.55,269.55,180,0
ROSN,172252,269.5,269.5,269.5,269.5,10,0
ROSN,172254,269.5,269.5,269.5,269.5,10,0
ROSN,172255,269.5,269.5,269.5,269.5,10,0
ROSN,172256,269.55,269.55,269.55,269.55,20,0
ROSN,172259,269.55,269.55,269.55,269.55,650,0
ROSN,172302,269.6,269.6,269.6,269.6,20,0
ROSN,172326,269.5,269.5,269.5,269.5,20,0
ROSN,172332,269.4,269.4,269.4,269.4,20,0
ROSN,172335,269.3,269.3,269.3,269.3,100,0
ROSN,172356,269.3,269.3,269.3,269.3,20,0
ROSN,172401,269.25,269.25,269.25,269.25,10,0
ROSN,172402,269.25,269.2,269.2,269.25,100,-0.019
ROSN,172403,269.2,269.2,269.2,269.2,200,0
ROSN,172405,269.2,269.2,269.2,269.2,200,0
ROSN,172407,269.2,269.2,269.2,269.2,200,0
ROSN,172411,269.2,269.3,269.2,269.3,810,0.037
ROSN,172425,269.3,269.3,269.3,269.3,40,0
ROSN,172426,269.3,269.3,269.3,269.3,20,0
ROSN,172428,269.3,269.3,269.3,269.3,1390,0
ROSN,172429,269.3,269.3,269.3,269.3,10,0
ROSN,172431,269.3,269.5,269.3,269.5,2000,0.074
ROSN,172456,269.5,269.5,269.5,269.5,20,0
ROSN,172500,269.25,269.25,269.25,269.25,500,0
ROSN,172507,269.25,269.25,269.25,269.25,10,0
ROSN,172512,269.25,269.4,269.25,269.4,720,0.056
ROSN,172513,269.5,269.55,269.4,269.55,1340,0.019
ROSN,172520,269.35,269.35,269.35,269.35,100,0
ROSN,172524,269.4,269.4,269.4,269.4,250,0
ROSN,172526,269.4,269.4,269.4,269.4,20,0
ROSN,172538,269.35,269.35,269.35,269.35,100,0
ROSN,172539,269.25,269.25,269.25,269.25,10,0
ROSN,172540,269.2,269.2,269.2,269.2,90,0
ROSN,172556,269.4,269.4,269.4,269.4,10,0
ROSN,172557,269.4,269.4,269.4,269.4,380,0
ROSN,172558,269.4,269.65,269.4,269.65,2200,0.093
ROSN,172622,269.75,269.75,269.75,269.75,100,0
ROSN,172627,269.75,269.75,269.75,269.75,20,0
ROSN,172656,269.75,269.75,269.75,269.75,2000,0
ROSN,172657,269.85,269.85,269.85,269.85,20,0
ROSN,172720,269.7,269.7,269.7,269.7,300,0
ROSN,172727,269.75,269.75,269.75,269.75,20,0
ROSN,172739,269.65,269.85,269.65,269.85,2160,0.074
ROSN,172746,269.75,269.75,269.75,269.75,190,0
ROSN,172748,269.55,269.55,269.55,269.55,10,0
ROSN,172749,269.75,269.75,269.75,269.75,500,0
ROSN,172757,269.75,269.75,269.75,269.75,20,0
ROSN,172809,269.65,269.65,269.65,269.65,350,0
ROSN,172817,269.75,269.75,269.75,269.75,380,0
ROSN,172827,269.75,269.75,269.75,269.75,20,0
ROSN,172831,269.75,269.75,269.75,269.75,10,0
ROSN,172840,269.75,269.75,269.75,269.75,2000,0
ROSN,172854,269.65,269.65,269.65,269.65,160,0
ROSN,172857,269.75,269.75,269.75,269.75,20,0
ROSN,172858,269.75,269.75,269.75,269.75,10,0
ROSN,172906,269.65,269.5,269.5,269.65,100,-0.056
ROSN,172907,269.7,269.7,269.7,269.7,10,0
ROSN,172909,269.75,269.75,269.75,269.75,10,0
ROSN,172915,269.7,269.95,269.7,269.95,2350,0.093
ROSN,172923,269.9,269.95,269.9,269.95,2000,0.019
ROSN,172927,269.95,269.95,269.95,269.95,20,0
ROSN,172932,269.95,269.95,269.95,269.95,10,0
ROSN,172948,269.7,269.65,269.65,269.7,50,-0.019
ROSN,172957,269.9,269.9,269.9,269.9,10,0
ROSN,173015,269.85,269.9,269.85,269.9,2000,0.019
ROSN,173027,269.9,269.9,269.9,269.9,20,0
ROSN,173053,269.9,269.9,269.9,269.9,20,0
ROSN,173054,269.9,270,269.9,270,2000,0.037
ROSN,173057,270,270,270,270,20,0
ROSN,173122,269.85,269.8,269.8,269.85,220,-0.019
ROSN,173125,269.95,269.95,269.95,269.95,2000,0
ROSN,173127,269.95,269.95,269.95,269.95,20,0
ROSN,173136,269.75,269.75,269.75,269.75,10,0
ROSN,173157,269.95,269.95,269.95,269.95,20,0
ROSN,173200,269.95,269.95,269.95,269.95,100,0
ROSN,173204,269.9,269.95,269.9,269.95,2350,0.019
ROSN,173222,269.95,269.95,269.95,269.95,2000,0
ROSN,173223,269.95,269.95,269.95,269.95,2000,0
ROSN,173227,269.9,269.9,269.9,269.9,20,0
ROSN,173230,269.75,269.7,269.7,269.75,350,-0.019
ROSN,173241,269.65,269.65,269.65,269.65,150,0
ROSN,173242,269.65,269.65,269.65,269.85,120,0
ROSN,173257,269.75,269.75,269.75,269.75,20,0
ROSN,173302,269.55,269.55,269.55,269.55,10,0
ROSN,173304,269.55,269.55,269.55,269.55,100,0
ROSN,173321,269.75,269.75,269.75,269.75,10,0
ROSN,173326,269.75,269.75,269.75,269.75,400,0
ROSN,173327,269.75,269.75,269.75,269.75,10,0
ROSN,173341,269.7,269.7,269.7,269.7,130,0
ROSN,173349,269.75,269.75,269.75,269.75,200,0
ROSN,173357,269.75,269.75,269.75,269.75,20,0
ROSN,173400,269.75,269.75,269.75,269.75,100,0
ROSN,173401,269.75,269.75,269.75,269.75,1400,0
ROSN,173404,269.9,269.9,269.9,269.9,500,0
ROSN,173422,269.9,269.95,269.9,269.95,2000,0.019
ROSN,173427,269.95,269.95,269.95,269.95,20,0
ROSN,173457,269.9,269.95,269.9,269.95,20,0.019
ROSN,173527,269.9,269.95,269.9,269.95,20,0.019
ROSN,173540,269.95,269.95,269.95,269.95,2000,0
ROSN,173551,269.8,269.8,269.8,269.8,20,0
ROSN,173557,269.9,269.9,269.9,269.9,20,0
ROSN,173603,269.9,269.9,269.9,269.9,200,0
ROSN,173627,269.9,269.9,269.9,269.9,20,0
ROSN,173633,269.9,269.95,269.9,269.95,2000,0.019
ROSN,173634,269.95,269.95,269.95,269.95,510,0
ROSN,173644,269.9,270,269.9,270,2140,0.037
ROSN,173657,270,270,270,270,10,0
ROSN,173700,270,270,270,270,200,0
ROSN,173703,270,270,270,270,2000,0
ROSN,173712,270,270,270,270,10,0
ROSN,173716,269.9,269.9,269.9,269.9,20,0
ROSN,173717,269.9,269.9,269.9,269.9,190,0
ROSN,173721,269.95,270,269.95,270,2000,0.019
ROSN,173727,270,270,270,270,20,0
ROSN,173730,269.85,270,269.85,270,2030,0.056
ROSN,173757,269.95,270,269.95,270,20,0.019
ROSN,173758,269.8,269.8,269.8,269.8,30,0
ROSN,173809,269.95,270,269.95,270,2000,0.019
ROSN,173815,270,270,270,270,20,0
ROSN,173827,269.95,269.95,269.95,269.95,20,0
ROSN,173829,269.8,269.8,269.8,269.8,130,0
ROSN,173832,270,269.7,269.7,270,1150,-0.111
ROSN,173833,269.9,269.95,269.9,269.95,2350,0.019
ROSN,173836,269.95,269.95,269.95,269.95,80,0
ROSN,173852,269.7,269.7,269.7,269.7,350,0
ROSN,173857,269.9,269.9,269.9,269.9,20,0
ROSN,173924,269.9,269.9,269.9,269.9,2000,0
ROSN,173927,269.9,269.9,269.9,269.9,20,0
ROSN,173928,269.75,269.75,269.75,269.75,10,0
ROSN,173948,269.9,269.9,269.9,269.9,2710,0
ROSN,173957,269.95,269.95,269.95,269.95,20,0
ROSN,174014,269.95,269.95,269.95,269.95,100,0
ROSN,174024,269.9,269.95,269.9,269.95,1150,0.019
ROSN,174027,270,270,270,270,620,0
ROSN,174029,270,270,270,270,180,0
ROSN,174054,269.95,270,269.95,270,2000,0.019
ROSN,174055,269.85,269.8,269.8,269.85,490,-0.019
ROSN,174057,270,270,270,270,10,0
ROSN,174101,270,270,270,270,300,0
ROSN,174102,270,270,270,270,690,0
ROSN,174108,269.9,269.9,269.9,269.9,200,0
ROSN,174120,269.95,270,269.95,270,100,0.019
ROSN,174121,270,270,270,270,1600,0
ROSN,174122,270,270,270,270,230,0
ROSN,174124,270,270,270,270,170,0
ROSN,174127,270,270,270,270,20,0
ROSN,174129,270,270,270,270,1730,0
ROSN,174130,270,270,270,270,270,0
ROSN,174141,270,270,270,270,200,0
ROSN,174156,269.95,270,269.95,270,2000,0.019
ROSN,174157,270,269.95,269.95,270,120,-0.019
ROSN,174203,270,270,270,270,230,0
ROSN,174206,270,270,270,270,10170,0
ROSN,174208,270,270,270,270,30,0
ROSN,174209,270,270,270,270,300,0
ROSN,174211,270,270,270,270,300,0
ROSN,174212,270,270,270,270,2000,0
ROSN,174213,270,270.1,270,270.1,5900,0.037
ROSN,174214,270.1,270.1,270.1,270.1,500,0
ROSN,174215,270.1,270.1,270.1,270.1,2310,0
ROSN,174216,270.05,270.1,270.05,270.1,230,0.019
ROSN,174217,270.1,270.2,270.1,270.2,2860,0.037
ROSN,174218,270.2,270.2,270.2,270.2,300,0
ROSN,174224,270.15,270.15,270.15,270.15,100,0
ROSN,174227,270.2,270.2,270.2,270.2,720,0
ROSN,174232,270.2,270.2,270.2,270.2,10,0
ROSN,174237,270.2,270.2,270.2,270.2,10,0
ROSN,174240,270.2,270.2,270.2,270.2,790,0
ROSN,174243,270.2,270.2,270.2,270.2,640,0
ROSN,174249,270.2,270.2,270.2,270.2,10,0
ROSN,174251,270.2,270.2,270.2,270.2,1640,0
ROSN,174254,270.2,270.2,270.2,270.2,10,0
ROSN,174257,270.2,270.2,270.2,270.2,120,0
ROSN,174300,270.15,270.1,270.1,270.15,20,-0.019
ROSN,174301,270.15,270.15,270.15,270.15,10,0
ROSN,174303,270.2,270.2,270.2,270.2,100,0
ROSN,174307,270.2,270.2,270.2,270.2,10,0
ROSN,174308,270.2,270.2,270.2,270.2,2000,0
ROSN,174309,270.2,270.2,270.2,270.2,1000,0
ROSN,174312,270.2,270.2,270.2,270.2,100,0
ROSN,174321,270.1,270.1,270.1,270.1,10,0
ROSN,174322,270.1,270.15,270.1,270.15,30,0.019
ROSN,174327,270.15,270.15,270.15,270.15,20,0
ROSN,174357,270.05,270.05,270.05,270.05,20,0
ROSN,174402,269.9,269.9,269.9,269.9,100,0
ROSN,174404,269.9,269.9,269.9,269.9,10,0
ROSN,174427,270.05,270.05,270.05,270.05,210,0
ROSN,174429,270,270,270,270,100,0
ROSN,174431,270,270,270,270,180,0
ROSN,174432,270,270,270,270,10,0
ROSN,174433,270.05,270.05,270.05,270.05,1010,0
ROSN,174445,270.05,270.05,270.05,270.05,10,0
ROSN,174447,270.05,270.05,270.05,270.05,150,0
ROSN,174450,270.05,270.05,270.05,270.05,100,0
ROSN,174451,270.05,270.05,270.05,270.05,20,0
ROSN,174457,270.05,270.05,270.05,270.05,20,0
ROSN,174500,270.05,270.05,270.05,270.05,100,0
ROSN,174501,270.05,270.05,270.05,270.05,600,0
ROSN,174502,270.05,270.05,270.05,270.05,10,0
ROSN,174503,270.05,270.05,270.05,270.05,30,0
ROSN,174504,270.05,270.05,270.05,270.05,150,0
ROSN,174505,270.05,270.15,270.05,270.15,110,0.037
ROSN,174506,270.05,270,270,270.05,1680,-0.019
ROSN,174513,270,270,270,270,320,0
ROSN,174515,270.15,270.2,270.15,270.2,200,0.019
ROSN,174518,270.2,270.2,270.2,270.2,100,0
ROSN,174523,270.15,270.2,270.15,270.2,680,0.019
ROSN,174527,270.2,270.2,270.2,270.2,20,0
ROSN,174529,270.2,270.2,270.2,270.2,200,0
ROSN,174535,270,269.8,269.8,270,1910,-0.074
ROSN,174542,270.05,270.05,270.05,270.05,100,0
ROSN,174548,270,270,270,270,60,0
ROSN,174555,270,270.05,270,270.05,240,0.019
ROSN,174557,270.15,270.15,270.15,270.15,20,0
ROSN,174627,270.15,270.15,270.15,270.15,20,0
ROSN,174651,270.15,270.15,270.15,270.15,100,0
ROSN,174653,270.15,270.2,270.15,270.2,3500,0.019
ROSN,174657,270.2,270.2,270.2,270.2,20,0
ROSN,174722,270.2,270.2,270.2,270.2,100,0
ROSN,174723,270.2,270.2,270.2,270.2,100,0
ROSN,174728,270.2,270.2,270.2,270.2,20,0
ROSN,174742,270.2,270.2,270.2,270.2,170,0
